epoch,d loss,p loss,g loss,g_p loss
47,0.3884483778115774,0.006764217191439222,2.6494552470622392,0.298608737559221
48,0.38191627443347403,0.006659796369988276,2.681939008880716,0.2984949849875432
49,0.38221033404123855,0.006598679646987035,2.6863663005659495,0.2976814487954175
50,0.37935587795992387,0.0064983693595567354,2.694525096163454,0.29677626202701196
51,0.37710889178838897,0.006440673373744235,2.6958521070024744,0.2969560452987111
52,0.3722164390021907,0.006386368008120943,2.7218202871566475,0.29723346263552936
53,0.3702173240473792,0.00626068299946928,2.719727002463749,0.2978898980135517
54,0.3736280747646959,0.006197540562655586,2.717315543354416,0.2964702542467171
55,0.3676077201023188,0.006126952395403254,2.7211574693599188,0.2957045206066052
56,0.3680645567016576,0.006057253101208162,2.7210329171668675,0.2951633049455256
57,0.3627362628105881,0.005957813008580358,2.743928261376633,0.292547159933915
58,0.35100547134309773,0.005971170594549486,2.811959823848892,0.29495760209526617
59,0.3553688032147298,0.005851578676475092,2.8082917376920586,0.2951851632911476
60,0.3503302074680923,0.0057657766555657365,2.808669965010626,0.29480469221573685
61,0.3561107867435281,0.005702251041371149,2.7971671418848505,0.294970881508667
62,0.3524179228352738,0.005672866531615136,2.8037715895496698,0.2948752198720033
63,0.34236754003427594,0.005620700513899065,2.855503908332815,0.29499722446026844
64,0.3542047826911526,0.00556573359492052,2.81244579867063,0.2945655046320879
65,0.3418083479719932,0.00552306799488048,2.8620446268863855,0.2966925606738162
66,0.3375463760280727,0.005432337931525661,2.8864740127236885,0.2956354909384075
67,0.3415607593072195,0.005411578074237508,2.854175802006905,0.2959438908950892
68,0.3416880256651257,0.005353866242119163,2.861516390805836,0.293010989675072
69,0.33846402673494885,0.005322818134363819,2.866359317913616,0.2938842509344792
70,0.33790365940777106,0.005260420196224676,2.8671932408013197,0.29437809971334467
71,0.3344234928723116,0.005221867391545988,2.8947455550676895,0.29398786238745855
72,0.3374631511875026,0.005177203761616889,2.8682905546950073,0.29238369052601637
73,0.33140200790318675,0.00513298848139743,2.9022009270210085,0.2926755107505661
74,0.33326974174938406,0.0050963404878374115,2.8737819291013524,0.29080709500961593
75,0.3266839593988274,0.005054070284329641,2.9013870540531013,0.2909386342592096
76,0.3258429072513187,0.004990801773307425,2.904062117054779,0.2902473112806206
77,0.32232680756119325,0.004963611888571354,2.9184177318169655,0.29131940936140527
78,0.32172602223724056,0.004939333895254758,2.9270865501990286,0.2894434466161836
79,0.32153278053377404,0.004892825173204227,2.9258193845310796,0.2897236221904503
80,0.3174839660783843,0.004836957377399725,2.921109046111932,0.29014070449824225
81,0.3058465438676864,0.004795567723360461,3.0077361016226782,0.29162674871088357
82,0.31214160705819494,0.0048125759729947815,2.9742094466122424,0.2903962863739255
83,0.3068641083001169,0.004761233272637703,2.996462628413436,0.2899744029086236
84,0.28586011070248185,0.0046925223840918635,3.168397112767147,0.2926720010501933
85,0.313494607696138,0.0046932458163413794,2.955616555864017,0.28861643853262375
86,0.3091635867897467,0.004655594145741928,2.9742973714591163,0.2889308746303488
87,0.3069768710986142,0.0046274636860053646,2.974887613124951,0.2875869347662307
88,0.3023965286051639,0.004561606476933333,2.99639533047728,0.2874543023142703
89,0.3019949477732997,0.004594118346984585,3.0093982692140964,0.2872006422393863
90,0.2991043090144785,0.0045501443014990635,3.0260943604513186,0.2880341524636223
91,0.30392605948607715,0.0045338281573195785,3.1504498258704747,0.28870565758352934
92,0.2841418567428551,0.004492352753688074,3.162572312976655,0.2888551451814551
93,0.29007923680781367,0.004449875025213295,3.09829475150483,0.2861615506220625
94,0.2929378648544706,0.0044405034978915355,3.065109988881062,0.28765725627309485
95,0.2902876316303264,0.004417493227371968,3.0830941141165837,0.2861972212600097
96,0.2872783351320407,0.004386690925245663,3.080624014410201,0.2875306791918934
97,0.29291895141596874,0.004369067283846007,3.0842959791913924,0.2871729009977958
98,0.28648871734061077,0.004325561631561575,3.0855425710370272,0.28627509740405727
99,0.2820956343850722,0.00430647450295804,3.1243273348929446,0.28781034275124595
100,0.2876866746327878,0.004297140671709009,3.0806089396182874,0.2873495428643984
101,0.28505001058495577,0.0042467940025614475,3.1049313191381906,0.28751032523367975
102,0.27176907175609455,0.0042159996375328215,3.1835012460991656,0.28569321462168523
103,0.2766616708641524,0.00421845369566732,3.1803737660257605,0.28653709413919576
104,0.2821809873934347,0.004187370439490488,3.1088539262058204,0.28487076458645616
105,0.2763722266611905,0.004154617286673357,3.136266797186596,0.28742918768049025
106,0.2736653175951185,0.00411425349366475,3.178126395756018,0.28711751454105694
107,0.2773225365045133,0.004132700713325306,3.154019592540762,0.28804494182616186
108,0.2769630182467427,0.004081576672730667,3.1555807158425973,0.2882653851829625
109,0.26567530508312825,0.004078002401289473,3.2213023895728057,0.28775037546463245
110,0.27096667800765023,0.004048492013837417,3.1832212601792667,0.2867371389389871
111,0.26693400931969713,0.004054092178982522,3.21884651759819,0.28642160629295343
112,0.26739089447147246,0.004025696108295015,3.2071765970929733,0.2872456966391781
113,0.2704662215956982,0.004005468446510882,3.215942796371631,0.28596325067083606
114,0.267488295861962,0.004006250044641565,3.2125596598120487,0.2875094094540614
115,0.2653066587165579,0.003983063778241794,3.258809867668643,0.2891253976993285
116,0.27329544423168467,0.003939838791357322,3.196530450907688,0.2855631467775729
117,0.2645004423877027,0.003923671319362845,3.2350753750809833,0.2878952440227587
118,0.2656397529206738,0.003899679455473697,3.2561804538290335,0.28745547784437486
119,0.2615247982083078,0.003897489130618824,3.260511640284092,0.2873028824010985
120,0.27141554952295915,0.0038844907364303594,3.2327485549720247,0.2855795461301046
