index,smiles,molar_mass,flash_point/K,Tm/K,Tb/K,Tc/K,Pc/bar,Vc/(cm3/mol),density/(g/cm3),delta_G/(KJ/mol),delta_Hf/(KJ/mol),delta_Hvap/(KJ/mol),delta_Hfus/(KJ/mol),molar_volume/(cm3/mol)(default298K),delta_Hc/(KJ/mol),mass_calorific_value_h/(MJ/kg),ISP,note,249.4585655,16.19421945
10,CCC1CC2(C3CCCC3)CC12,164.29200000000017,313.826,243.422,469.1,698.17,21.565,589.87,0.961,110.628,-172.524,55.23,11.183,0.171,6991.896,42.558,338.016,CCC1CC2(C3CCCC3)CC12 at 298K,,
11,CCC12C3CCCC(C)C1C32C,164.29200000000017,282.011,242.12,455.961,686.313,20.071,607.94,0.961,95.323,-182.461,52.394,8.775,0.171,6981.959,42.497,337.774,CCC12C3CCCC(C)C1C32C at 298K,,
12,CCC12CC3CC1(C)C1CC31C2,162.27600000000015,250.212,252.577,430.091,693.684,19.7175,603.78,1.061,123.582,-122.888,52.655,6.913,0.153,6799.702,41.902,337.658,CCC12CC3CC1(C)C1CC31C2 at 298K,,
13,CCC(CC)CCC1CCC2CC12,180.3350000000002,347.544,223.619,496.68,711.502,18.776,678.72,0.867,96.573,-244.99,61.582,18.055,0.208,7798.6,43.245,338.375,CCC(CC)CCC1CCC2CC12 at 298K,,
14,CCC12CC3C(C(C)C1C)C(C)C32,178.3190000000002,324.493,249.592,492.657,722.239,18.9063,645.34,0.943,88.503,-235.54,55.56,13.679,0.189,7566.22,42.431,337.171,CCC12CC3C(C(C)C1C)C(C)C32 at 298K,,
15,CC1CCC2(C)CC(C1)C1CC12,164.29200000000017,317.295,255.295,476.491,706.722,22.5986,587.44,0.944,99.662,-193.167,52.629,8.618,0.174,6971.253,42.432,337.516,CC1CCC2(C)CC(C1)C1CC12 at 298K,,
16,CC1CC2C(C)CC3(CCC2C3)C1,178.3190000000002,327.227,272.175,501.372,724.75,22.5559,632.11,0.939,111.248,-213.987,56.093,11.281,0.19,7587.773,42.552,337.652,CC1CC2C(C)CC3(CCC2C3)C1 at 298K,,
17,CCC1C2(C)CCC12CCC1CC1,178.3190000000002,297.512,224.911,468.208,693.382,17.8854,669.27,0.949,113.549,-179.024,59.674,12.615,0.188,7622.736,42.748,338.428,CCC1C2(C)CCC12CCC1CC1 at 298K,,
18,CC1CCCCC2CC2(C)CC1,166.3080000000002,316.544,256.31,488.548,681.816,24.5593,598.88,0.866,89.809,-220.482,52.666,8.237,0.192,7185.768,43.208,338.395,CC1CCCCC2CC2(C)CC1 at 298K,,
19,CCC1CCC2CCCCC2(C)C1,180.3350000000002,341.959,261.327,508.739,698.687,22.239,656.72,0.871,92.442,-245.09,57.086,10.647,0.207,7798.5,43.245,338.375,CCC1CCC2CCCCC2(C)C1 at 298K,,
20,CCCCC12CC3CC4C1C4C32C,176.30300000000017,296.889,249.696,468.172,728.108,17.7357,658.31,1.037,127.411,-162.243,58.947,12.965,0.17,7397.687,41.96,337.361,CCCCC12CC3CC4C1C4C32C at 298K,,
21,CCC1CC2CC3CC2C13C(C)C,178.3190000000002,327.498,250.373,480.331,715.524,18.8247,657.08,0.949,93.866,-224.887,56.357,12.387,0.188,7576.873,42.491,337.409,CCC1CC2CC3CC2C13C(C)C at 298K,,
22,CCC1CC2CC23C1C31CC1C,162.27600000000015,274.597,247.033,431.577,699.352,18.9063,596.44,1.054,108.418,-139.788,53.166,10.328,0.154,6782.802,41.798,337.239,CCC1CC2CC23C1C31CC1C at 298K,,
23,CCCCC1(C)CC2C(C(C)C)C21,180.3350000000002,343.449,232.673,489.689,697.048,17.3841,685.61,0.902,78.324,-253.278,59.444,17.587,0.2,7790.312,43.199,338.195,CCCCC1(C)CC2C(C(C)C)C21 at 298K,,
24,CCCC12CC3CCC1C3C2CC,178.3190000000002,338.667,243.588,496.661,728.456,19.0877,656.25,0.959,111.238,-208.871,59.374,15.736,0.186,7592.889,42.58,337.763,CCCC12CC3CCC1C3C2CC at 298K,,
25,CCCC1C2CC(C)C1C1CC1C2,178.3190000000002,367.767,250.676,507.217,739.472,19.9285,640.72,0.939,100.343,-231.521,58.696,16.083,0.19,7570.239,42.453,337.259,CCCC1C2CC(C)C1C1CC1C2 at 298K,,
26,CC1CC2(C)C3CC4C3C1C42C,162.27600000000015,288.166,258.262,443.858,709.78,19.7175,596.5,1.027,95.11,-165.2,50.449,6.103,0.158,6757.39,41.641,336.605,CC1CC2(C)C3CC4C3C1C42C at 298K,,
27,CCC1CC2CC3(C1)C2C3(C)C,164.29200000000017,310.412,255.13,458.794,695.542,20.6755,620.14,0.918,78.645,-197.431,50.94,7.13,0.179,6966.989,42.406,337.412,CCC1CC2CC3(C1)C2C3(C)C at 298K,,
28,CC1C2C3C4CC4(C)C2(C)C13,148.24900000000014,278.006,251.199,420.063,703.715,20.9977,550.86,1.037,85.865,-145.509,46.105,5.101,0.143,6139.741,41.415,336.32,CC1C2C3C4CC4(C)C2(C)C13 at 298K,,
29,CC1CCCCCCC1CC1CC1,180.3350000000002,359.318,235.315,512.228,704.191,22.3018,634.49,0.871,108.326,-231.441,60.261,13.821,0.207,7812.149,43.32,338.669,CC1CCCCCCC1CC1CC1 at 298K,,
30,CCC1(C)CC2C3CC3(C)C13CC23,176.30300000000017,281.903,261.465,456.929,710.453,18.2991,658.43,1.019,115.25,-165.19,55.351,6.759,0.173,7394.74,41.943,337.293,CCC1(C)CC2C3CC3(C)C13CC23 at 298K,,
31,CC1CC2CC3(CC3C)C(C)C12,164.29200000000017,296.076,244.092,459.993,690.11,20.3974,589.16,0.944,86.77,-197.394,52.331,10.781,0.174,6967.026,42.406,337.412,CC1CC2CC3(CC3C)C(C)C12 at 298K,,
32,CCCC1CCC2CCC(C1)C2C,180.3350000000002,367.016,251.724,517.88,718.916,21.545,652.16,0.871,90.49,-258.835,58.733,15.702,0.207,7784.755,43.168,338.074,CCCC1CCC2CCC(C1)C2C at 298K,,
33,CC1CC2CCCC3C(C2)C3C1C,178.3190000000002,356.088,257.657,509.053,732.043,21.4854,618.32,0.943,108.077,-228.404,57.705,13.02,0.189,7573.356,42.471,337.33,CC1CC2CCCC3C(C2)C3C1C at 298K,,
34,CC(C)CC1CCCCC2CCC21,180.3350000000002,358.454,242.444,508.656,713.207,21.6852,649.8,0.871,99.559,-251.538,58.608,13.505,0.207,7792.052,43.209,338.235,CC(C)CC1CCCCC2CCC21 at 298K,,
35,CCCC1CCCC2CC(C)C1C2,180.3350000000002,362.08,246.235,513.815,711.843,20.9022,651.39,0.871,90.49,-255.886,59.231,15.702,0.207,7787.704,43.185,338.141,CCCC1CCCC2CC(C)C1C2 at 298K,,
36,CC1CC1C1CC1,96.17299999999993,265.494,183.293,344.209,630.412,28.5571,344.83,0.882,57.992,-102.035,36.579,6.121,0.109,4117.515,42.814,338.398,CC1CC1C1CC1 at 298K,,
37,CCC1CCCC23CC2(C)C13C,164.29200000000017,259.001,257.175,434.142,659.845,19.8226,631.63,0.939,81.818,-174.169,50.444,5.39,0.175,6990.251,42.548,337.977,CCC1CCCC23CC2(C)C13C at 298K,,
38,CCC1CC2CC23CC13,122.21099999999991,273.474,204.171,384.954,659.751,24.7546,451.43,0.986,82.894,-107.552,43.195,8.176,0.124,5144.848,42.098,337.681,CCC1CC2CC23CC13 at 298K,,
39,CC1CCC23C4CC4C24C3C14C,160.26000000000013,246.267,267.981,412.475,714.413,19.4073,589.84,1.153,125.712,-100.858,50.827,5.902,0.139,6579.902,41.058,336.578,CC1CCC23C4CC4C24C3C14C at 298K,,
40,CC(CCC1CC1)C(C)C1CC1,166.3080000000002,317.606,192.53,463.776,690.189,20.0531,612.48,0.875,108.424,-199.021,58.475,12.507,0.19,7207.229,43.337,338.9,CC(CCC1CC1)C(C)C1CC1 at 298K,,
41,CCC1C(C)C2CCC34C(C)C23C14,176.30300000000017,283.51,253.656,450.797,706.479,17.1272,647.82,1.031,102.429,-174.373,56.098,11.833,0.171,7385.557,41.891,337.084,CCC1C(C)C2CCC34C(C)C23C14 at 298K,,
42,CCCC1CCC2C3CCCC1C32,178.3190000000002,369.014,251.333,510.024,738.707,20.7884,634.98,0.949,115.578,-216.627,60.108,15.58,0.188,7585.133,42.537,337.592,CCCC1CCC2C3CCCC1C32 at 298K,,
43,CC12CC3C4CC5CC3C1C5C2C4,174.28700000000015,340.077,270.595,484.242,763.418,20.071,605.99,1.132,143.846,-149.233,57.315,9.88,0.154,7168.867,41.133,336.154,CC12CC3C4CC5CC3C1C5C2C4 at 298K,,
44,CC1C2CC3CC3C2C2C(C)C12,162.27600000000015,341.744,243.93,474.336,740.366,20.545,560.48,1.047,108.685,-178.449,53.823,12.398,0.155,6744.141,41.56,336.277,CC1C2CC3CC3C2C2C(C)C12 at 298K,,
45,CC1CC23C4CCC(C)C2C3C14,162.27600000000015,307.946,254.643,460.414,726.884,20.9022,573.51,1.04,111.857,-161.083,52.709,10.659,0.156,6761.507,41.667,336.71,CC1CC23C4CCC(C)C2C3C14 at 298K,,
46,CC(C)C1C(C)C23C4CC4CC2C13,176.30300000000017,325.877,257.392,468.608,730.382,17.5586,630.85,1.088,110.127,-184.922,57.397,14.803,0.162,7375.008,41.831,336.842,CC(C)C1C(C)C23C4CC4CC2C13 at 298K,,
47,CCCC1(C)C2C3CC4C2(C)C41C3,176.30300000000017,270.585,258.81,453.429,709.832,17.544,668.62,1.031,114.128,-163.391,55.888,8.414,0.171,7396.539,41.954,337.337,CCCC1(C)C2C3CC4C2(C)C41C3 at 298K,,
48,CC1CCCC1C(C)C12CC1C2,164.29200000000017,302.823,240.961,455.294,692.641,20.3425,587.76,1.002,110.127,-167.469,55.415,12.763,0.164,6996.951,42.589,338.139,CC1CCCC1C(C)C12CC1C2 at 298K,,
49,CC1CC(CC2CC2)C1(C)C1CC1,178.3190000000002,332.995,229.996,478.486,699.74,18.9227,642.79,0.924,103.775,-200.525,58.957,11.306,0.193,7601.235,42.627,337.949,CC1CC(CC2CC2)C1(C)C1CC1 at 298K,,
50,CCC(C)CC1CC12CCC2C,166.3080000000002,294.685,219.71,454.517,665.426,19.4927,629.17,0.866,77.51,-217.579,54.377,12.505,0.192,7188.671,43.225,338.462,CCC(C)CC1CC12CCC2C at 298K,,
51,CCCC1C23CC4CCCC2C13C4,176.30300000000017,292.299,260.326,463.346,718.47,18.7922,648.05,1.037,131.775,-148.685,58.84,12.482,0.17,7411.245,42.037,337.671,CCCC1C23CC4CCCC2C13C4 at 298K,,
52,CCC1C2CCC3C(C)C1(C)C32C,178.3190000000002,306.647,258.526,472.402,695.075,18.1289,670.76,0.929,72.656,-229.067,53.992,8.635,0.192,7572.693,42.467,337.314,CCC1C2CCC3C(C)C1(C)C32C at 298K,,
53,CCC1C(C)C12CC1C(C)C3C1C32,176.30300000000017,322.243,248.483,470.211,728.213,17.3265,635.56,1.031,99.256,-194.687,56.714,13.572,0.171,7365.243,41.776,336.621,CCC1C(C)C12CC1C(C)C3C1C32 at 298K,,
54,CCC1C2(C)CCC3CCCC31C2,178.3190000000002,308.913,269.941,485.038,706.499,20.9022,658.3,0.939,105.466,-200.41,55.935,9.289,0.19,7601.35,42.628,337.953,CCC1C2(C)CCC3CCCC31C2 at 298K,,
55,CCC12CCCCCC1C2(C)C,166.3080000000002,304.037,246.03,475.982,670.049,22.3439,622.64,0.862,83.127,-217.494,52.194,6.733,0.193,7188.756,43.226,338.466,CCC12CCCCCC1C2(C)C at 298K,,
56,CC(C)(C)CC1CCC2CC2C1,166.3080000000002,331.594,234.862,475.416,696.191,21.7255,606.96,0.866,89.721,-233.304,53.416,11.274,0.192,7172.946,43.13,338.09,CC(C)(C)CC1CCC2CC2C1 at 298K,,
57,CC1CCC2CC(C(C)C1)C2C,166.3080000000002,348.866,256.272,503.826,712.783,24.6079,590.63,0.857,73.744,-253.869,51.488,12.14,0.194,7152.381,43.007,337.607,CC1CCC2CC(C(C)C1)C2C at 298K,,
58,CCC1C2CC3CCC32C2CC12C,176.30300000000017,304.729,264.162,467.905,721.719,18.8084,646.1,1.031,115.32,-170.146,56.397,9.67,0.171,7389.784,41.915,337.18,CCC1C2CC3CCC32C2CC12C at 298K,,
59,CC(C)C(C)C1C2CCC3C1C23C,178.3190000000002,317.064,244.299,473.071,716.806,18.2836,654.27,0.949,98.646,-223.539,56.365,7.909,0.188,7578.221,42.498,337.437,CC(C)C(C)C1C2CCC3C1C23C at 298K,,
60,CCC1(C)CC23CC1C(C)C2C3,164.29200000000017,289.753,239.591,454.704,686.313,20.071,607.94,0.944,95.323,-182.461,52.772,8.775,0.174,6981.959,42.497,337.774,CCC1(C)CC23CC1C(C)C2C3 at 298K,,
61,CCCC1CCC2C3CCC1C23,164.29200000000017,353.919,238.108,487.561,727.032,21.5052,588.57,0.955,106.333,-193.987,56.262,14.577,0.172,6970.433,42.427,337.496,CCCC1CCC2C3CCC1C23 at 298K,,
62,CCC1CC1C1C2(C)CC12C(C)C,178.3190000000002,292.168,262.134,451.284,703.722,16.4164,676.05,0.943,79.462,-218.337,55.21,9.491,0.189,7583.423,42.527,337.552,CCC1CC1C1C2(C)CC12C(C)C at 298K,,
63,CCC1(C)C2CC(C3CCC3)CC21,178.3190000000002,344.314,261.279,495.999,736.145,19.3055,635.58,0.949,116.63,-207.573,59.144,11.013,0.188,7594.187,42.588,337.794,CCC1(C)C2CC(C3CCC3)CC21 at 298K,,
64,CC1CC2CC3CCC24CC1CC34,176.30300000000017,324.289,267.076,488.451,737.8,21.0939,614.16,1.037,136.336,-168.831,57.967,11.159,0.17,7391.099,41.923,337.213,CC1CC2CC3CCC24CC1CC34 at 298K,,
65,CC1CC2C(C)C23C2CC23CC1C,176.30300000000017,273.19,260.71,453.563,704.537,18.0982,636.38,1.025,109.04,-172.405,55.524,10.425,0.172,7387.525,41.902,337.128,CC1CC2C(C)C23C2CC23CC1C at 298K,,
66,CC1C2CC3CCCCC2(C)C31,164.29200000000017,322.231,260.455,481.22,713.994,23.3222,588.2,0.939,99.661,-196.116,52.131,8.618,0.175,6968.304,42.414,337.444,CC1C2CC3CCCCC2(C)C31 at 298K,,
67,CCC1C(C)C2C3CC4CCC13C42,176.30300000000017,338.298,264.724,487.564,746.249,19.6306,632.11,1.025,114.489,-188.64,56.63,13.069,0.172,7371.29,41.81,336.758,CCC1C(C)C2C3CC4CCC13C42 at 298K,,
68,CCC1CC2C(C)C1C1CC(C)C21,178.3190000000002,365.161,249.787,504.007,734.5,19.4073,635.51,0.939,86.231,-245.265,56.867,14.931,0.19,7556.495,42.376,336.953,CCC1CC2C(C)C1C1CC(C)C21 at 298K,,
69,CC1CCCCC2C3CC23C1,150.26500000000016,293.346,243.543,450.545,689.589,24.5593,532.79,0.963,107.994,-150.865,50.312,8.773,0.156,6376.215,42.433,337.925,CC1CCCCC2C3CC23C1 at 298K,,
70,CC1CCC12CC1CCC1C2C,164.29200000000017,302.259,250.325,468.381,697.102,21.9492,584.18,0.95,102.004,-185.449,53.244,10.278,0.173,6978.971,42.479,337.702,CC1CCC12CC1CCC1C2C at 298K,,
71,CC(C)CC12CC3CC14C1CC14C32,174.28700000000015,243.821,250.36,422.695,721.674,17.1414,644.09,1.162,152.969,-104.347,57.371,9.415,0.15,7213.753,41.39,337.202,CC(C)CC12CC3CC14C1CC14C32 at 298K,,
72,CCC1CC2CC2CC2(CC2)C1,164.29200000000017,318.762,249.018,473.973,705.784,22.239,590.64,0.961,110.627,-175.473,54.732,11.183,0.171,6988.947,42.54,337.945,CCC1CC2CC2CC2(CC2)C1 at 298K,,
73,CC1CC2CC3C(CC4CC43C)C12,176.30300000000017,333.142,266.146,488.451,740.199,20.1789,622.4,1.025,118.759,-188.492,56.438,10.002,0.172,7371.438,41.811,336.762,CC1CC2CC3C(CC4CC43C)C12 at 298K,,
74,CCC1C2CC3C2C(CC)C2C1C32,176.30300000000017,387.351,252.849,502.113,765.313,18.7598,631.3,1.031,104.706,-210.922,57.82,16.216,0.171,7349.008,41.684,336.25,CCC1C2CC3C2C(CC)C2C1C32 at 298K,,
75,CC1CCCC2C1C2C1CCC1,164.29200000000017,341.725,259.056,484.903,733.1,21.8065,565.41,0.961,114.067,-187.921,55.77,11.514,0.171,6976.499,42.464,337.643,CC1CCCC2C1C2C1CCC1 at 298K,,
76,CCCC12CC(CC)C1C2C(C)C,180.3350000000002,334.567,227.047,484.937,689.721,16.7252,683.6,0.925,75.177,-249.328,59.339,18.999,0.195,7794.262,43.221,338.282,CCCC12CC(CC)C1C2C(C)C at 298K,,
77,CCCC12CC1C(C)(C1CCC1)C2,178.3190000000002,302.519,248.139,479.089,699.203,19.3732,658.79,0.943,118.68,-188.409,58.945,10.929,0.189,7613.351,42.695,338.218,CCCC12CC1C(C)(C1CCC1)C2 at 298K,,
78,CCC1CC2CC(CC)C1C2C,166.3080000000002,359.633,229.245,490.447,701.841,20.4158,611.98,0.871,60.522,-251.907,53.633,14.955,0.191,7154.343,43.019,337.654,CCC1CC2CC(CC)C1C2C at 298K,,
79,CCC(C)CC1C2C3CC3(C)C12,164.29200000000017,310.472,224.581,449.676,702.377,18.583,620.99,0.939,85.02,-197.982,53.725,11.226,0.175,6966.438,42.403,337.4,CCC(C)CC1C2C3CC3(C)C12 at 298K,,
80,CC12CCC3C4CC(CC31)C(C4)C2,176.30300000000017,339.325,271.507,495.932,745.53,21.7054,617.43,1.031,133.993,-176.548,57.352,9.498,0.171,7383.382,41.879,337.036,CC12CCC3C4CC(CC31)C(C4)C2 at 298K,,
81,CCC1CCCC2(C)CC3CC13C2,178.3190000000002,303.977,265.117,480.382,698.915,20.2877,657.54,0.943,105.467,-197.461,56.434,9.289,0.189,7604.299,42.644,338.016,CCC1CCCC2(C)CC3CC13C2 at 298K,,
82,CCC12CCC3CCC31C2(C)C,164.29200000000017,266.055,250.24,443.276,670.316,20.3791,623.46,0.939,96.152,-169.865,51.542,5.375,0.175,6994.555,42.574,338.08,CCC12CCC3CCC31C2(C)C at 298K,,
83,CCC1CCC2(C)CC3CC32C1,164.29200000000017,288.882,253.154,454.868,684.263,20.9785,611.13,0.95,96.222,-174.821,52.588,8.287,0.173,6989.599,42.544,337.961,CCC1CCC2(C)CC3CC32C1 at 298K,,
84,CCC1C(C)CCCCC2CCC21,180.3350000000002,365.656,251.498,517.53,712.456,21.8879,641.2,0.875,91.612,-257.686,58.316,14.047,0.206,7785.904,43.175,338.101,CCC1C(C)CCCCC2CCC21 at 298K,,
85,CC1CCC(C)C23CC2C2C1C23,162.27600000000015,303.01,249.266,455.259,720.12,20.2877,572.74,1.047,111.857,-158.135,53.208,10.659,0.155,6764.455,41.685,336.782,CC1CCC(C)C23CC2C2C1C23 at 298K,,
86,CCC1CC2C3CC4(C)C2(C)C134,162.27600000000015,264.689,261.295,424.954,695.774,18.9227,620.96,1.027,91.67,-149.803,49.909,5.771,0.158,6772.787,41.736,336.988,CCC1CC2C3CC4(C)C2(C)C134 at 298K,,
87,CC1C2CCC3CC4CC4(C3)C12,162.27600000000015,309.193,255.283,463.809,726.065,21.8268,567.76,1.054,127.091,-146.19,54.121,10.156,0.154,6776.4,41.758,337.077,CC1C2CCC3CC4CC4(C3)C12 at 298K,,
88,CCC1CC2CC3(CCC2(C)C3)C1,178.3190000000002,303.977,265.117,480.382,698.915,20.2877,657.54,0.943,105.467,-197.461,56.434,9.289,0.189,7604.299,42.644,338.016,CCC1CC2CC3(CCC2(C)C3)C1 at 298K,,
89,CCCC1CC(C)C2CCC12C,166.3080000000002,317.104,237.14,473.995,675.742,20.4158,625.49,0.862,66.841,-232.594,53.242,11.803,0.193,7173.656,43.135,338.109,CCCC1CC(C)C2CCC12C at 298K,,
90,CC12CC3(C)C(CC4CC41)C23,148.24900000000014,279.253,251.853,424.062,702.784,21.9287,545.12,1.044,101.1,-130.616,47.517,4.598,0.142,6154.634,41.516,336.73,CC12CC3(C)C(CC4CC41)C23 at 298K,,
91,CCC1C2CC3C2C(C)C2CC1C23,176.30300000000017,367.159,249.39,495.684,752.743,18.7598,618.33,1.037,111.318,-203.057,58.243,14.809,0.17,7356.873,41.729,336.431,CCC1C2CC3C2C(C)C2CC1C23 at 298K,,
92,CC(C)C1C2CC3CC1C1C2C31C,176.30300000000017,340.913,262.128,476.71,738.428,18.0217,634.11,1.075,107.784,-192.639,56.782,13.143,0.164,7367.291,41.788,336.669,CC(C)C1C2CC3CC1C1C2C31C at 298K,,
93,CCC12C3CCC4C1C4(C)CCC32,176.30300000000017,304.041,259.798,477.034,729.229,19.3224,637.93,1.043,129.654,-165.843,57.117,9.655,0.169,7394.087,41.94,337.281,CCC12C3CCC4C1C4(C)CCC32 at 298K,,
94,CCC12CC3CC(C1C)C1C2C31C,176.30300000000017,297.858,253.972,468.942,723.389,18.037,642.91,1.037,114.42,-177.787,56.203,10.158,0.17,7382.143,41.872,337.007,CCC12CC3CC(C1C)C1C2C31C at 298K,,
95,CCC1C(C)CC2CC2CC2CC21,178.3190000000002,366.408,250.448,506.851,733.714,20.2332,629.76,0.949,101.465,-230.371,58.279,14.428,0.188,7571.389,42.46,337.286,CCC1C(C)CC2CC2CC2CC21 at 298K,,
96,CCC12CC3CCC4C(C)(C3)C41C2,176.30300000000017,265.308,264.586,458.175,707.624,19.0877,650.19,1.043,132.826,-145.529,56.501,7.916,0.169,7414.401,42.055,337.743,CCC12CC3CCC4C(C)(C3)C41C2 at 298K,,
97,CCC1(C2CCC2)CC1CC1CC1,178.3190000000002,333.774,216.613,484.826,707.264,19.1543,637.82,0.949,129.075,-178.528,61.779,13.856,0.188,7623.232,42.751,338.44,CCC1(C2CCC2)CC1CC1CC1 at 298K,,
98,CCC1CCCC23CC4CC(C12)C43,176.30300000000017,334.609,260.336,486.055,739.419,19.8754,625.6,1.043,129.724,-170.798,58.541,12.566,0.169,7389.132,41.912,337.168,CCC1CCCC23CC4CC(C12)C43 at 298K,,
99,CCC1C(C)CC2CCC1C2CC,180.3350000000002,374.729,243.272,512.658,715.19,19.7524,658.38,0.871,69.766,-274.547,57.478,15.957,0.207,7769.043,43.081,337.733,CCC1C(C)CC2CCC1C2CC at 298K,,
100,CC1CC(C)(CC2CC2)CC1C,166.3080000000002,315.213,208.856,471.973,668.625,20.8073,605.4,0.857,83.778,-215.789,54.456,10.411,0.194,7190.461,43.236,338.505,CC1CC(C)(CC2CC2)CC1C at 298K,,
101,CC1C2CCCC2C12CC1CC1C2,176.30300000000017,324.289,267.076,488.451,737.8,21.0939,614.16,1.037,136.336,-168.831,57.967,11.159,0.17,7391.099,41.923,337.213,CC1C2CCCC2C12CC1CC1C2 at 298K,,
102,CCC(C)C1CCC2CC2C1CC,180.3350000000002,369.67,240.467,503.034,709.906,18.456,661.44,0.915,79.894,-258.885,59.802,18.427,0.197,7784.705,43.168,338.074,CCC(C)C1CCC2CC2C1CC at 298K,,
103,CC1CC23CC4(C)C1C2(C)C31CC41,174.28700000000015,226.547,277.758,414.61,700.342,17.3265,655.98,1.117,120.552,-119.897,53.027,4.008,0.156,7198.203,41.301,336.839,CC1CC23CC4(C)C1C2(C)C31CC41 at 298K,,
104,CCC1C2CC3C4C2C1CC34C,162.27600000000015,328.366,246.887,461.156,730.324,19.6653,587.44,1.04,102.903,-167.82,53.167,10.407,0.156,6754.77,41.625,336.54,CCC1C2CC3C4C2C1CC34C at 298K,,
105,CC1(C)C2CCC3C4CC4CCC321,176.30300000000017,317.187,273.044,477.381,728.444,20.4895,637.92,1.002,119.589,-175.896,55.586,6.602,0.176,7384.034,41.883,337.052,CC1(C)C2CCC3C4CC4CCC321 at 298K,,
106,CC(C)C1C2CCC3CC2C2C3C12,176.30300000000017,370.793,258.245,494.24,754.64,19.0214,613.61,1.088,122.189,-193.292,58.926,16.039,0.162,7366.638,41.784,336.653,CC(C)C1C2CCC3CC2C2C3C12 at 298K,,
107,CCCC12CC(C)C1C1(CC1)C2C,178.3190000000002,278.495,244.697,468.964,690.168,18.1135,661.28,0.954,105.788,-195.584,57.769,13.092,0.187,7606.176,42.655,338.06,CCCC12CC(C)C1C1(CC1)C2C at 298K,,
108,CC12CCC34CCCC5C3C54C1C2,174.28700000000015,262.61,279.353,446.184,726.08,19.5787,630.5,1.139,150.191,-108.605,56.084,6.401,0.153,7209.495,41.366,337.104,CC12CCC34CCCC5C3C54C1C2 at 298K,,
109,CCCC1CC(C)C(CCC)C1,168.3240000000002,346.793,210.985,489.368,665.633,19.5787,643.04,0.805,48.426,-272.673,55.998,17.885,0.209,7375.407,43.817,338.657,CCCC1CC(C)C(CCC)C1 at 298K,,
110,CCC1CC(C)C2CC3CC3C12,164.29200000000017,351.312,237.137,484.08,721.703,20.9212,583.36,0.955,92.221,-207.731,54.434,13.425,0.172,6956.689,42.343,337.161,CCC1CC(C)C2CC3CC3C12 at 298K,,
